Date,BZ=F,COP=X,DX-Y.NYB,IAU,ICOLCAP.CL,State,Volume,^GSPC,^VIX
2015-11-20,0.01086463419920114,-0.007195185536808313,0.005859196318529936,-0.0047847073346865,0.0,1,10353832.0,0.003810195689989637,-0.08946436283496895
2015-11-23,0.00380658271884049,-0.006522614373155489,0.0023099664320431756,-0.008653769443723536,0.014872866525790451,3,6110817.0,-0.0012348607728660532,0.00969616134073159
2015-11-24,0.028775307788108773,0.009881307893639946,-0.002705453549143755,0.007759449122217266,-0.009396382383319968,2,6110817.0,0.0012219959743400288,0.01984637784173726
2015-11-25,0.0010841118434194996,-0.011426335602926163,0.0027127928842807236,-0.005774823641392812,0.0,3,19422561.0,-0.00012913227667687988,-0.04645327750257788
2015-11-26,0.0,0.010329431716241011,0.0,0.0,-0.03254656446699411,2,14272803.0,0.0,0.0
2015-11-27,-0.028373350889038473,-0.002005277527680982,0.0022043445348844948,-0.010648563164536995,0.0,1,1389676.0,0.0005936176807606053,-0.004608274967605519
2015-11-30,-0.0055728933704541905,0.03564132993990898,0.0014997153660603058,0.005870789077760508,-0.0027102730988561863,1,34329278.0,-0.004640997274763192,0.0667988943685216
2015-12-01,-0.0038108491664787802,-0.01752547635376911,-0.0036936719971130128,0.0029183548078592914,0.01086799961496876,2,34329278.0,0.01068057336863748,-0.09051451707597413
2015-12-02,-0.04387932062334077,-0.004985562119402154,0.0019037555731655775,-0.01551899074436447,-0.0036732547837835527,1,7036801.0,-0.010995693172566212,0.08452622799381904
2015-12-03,0.031772144523243284,-0.02157151417866443,-0.023702321910402224,0.010837498964112235,-0.021580952576648493,1,6780246.0,-0.014373526666262015,0.13827786197605163
2015-12-04,-0.01916058735547943,0.03042697575342257,0.007477931847985175,0.02339179003549785,-0.005238339080608778,1,5867001.0,0.0205256690573854,-0.18221977247469578
2015-12-07,-0.05279070832008537,0.01642629079499147,0.003152060933380163,-0.014285677955264142,0.0,1,5929753.0,-0.006989502964787397,0.06954758297014618
2015-12-08,-0.011539435943664578,0.03228979807549348,-0.0019258304718593466,0.0019323191644671223,0.0,2,5929753.0,-0.0064899016523778386,0.11111112449038019
2015-12-09,-0.003725725718707107,-0.005413249282419708,-0.011374050296513616,-0.0019285925082029864,-0.017368719246408926,2,8875766.0,-0.007738985017979982,0.11420455598387824
2015-12-10,-0.009473973132205882,-0.8998051752196167,0.006060646908402356,0.0,0.032061179964683495,2,8875766.0,0.0022513871531610885,-0.01376850838144017
2015-12-11,-0.045305795565061535,8.858333634741513,-0.003777851106379071,0.0038647304713768094,-0.009747604701986101,1,3932535.0,-0.019422767297482935,0.2611168147475327
2015-12-14,-0.0002636998721327055,0.023042438015524525,0.00030745904879281305,-0.011549555495077635,-0.010442374428465295,1,10126049.0,0.004755560017433602,-0.06806067605383559
2015-12-15,0.0139768623308687,-0.9898583101616281,0.006352487256917616,-0.0029211962325501606,0.03239961985628037,2,10126049.0,0.010618561082731848,-0.07831055060029035
2015-12-16,-0.03276988585771212,97.94689674256618,-0.0035634134572513076,0.012695323959633464,0.020441146424088563,3,9555837.0,0.014514969430300617,-0.14749403532500582
2015-12-17,-0.00026884436414098545,0.00411698319598397,0.014304627129820613,-0.02121506937865769,-0.0020298059637943178,1,5691581.0,-0.015040520909943678,0.06047031840973682
2015-12-18,-0.0080688336363135,0.0104476405647429,-0.005741913106673158,0.013793137791568322,0.014059798783119248,1,8677628.0,-0.01779722000676387,0.09292503586349055
2015-12-21,-0.014371002674735678,-0.0177937935593252,-0.0024315893737604233,0.010689956956757563,-0.0133416720577475,2,6081720.0,0.0077784025360287945,-0.09661835392686213
2015-12-22,-0.0066024174372495414,0.003947580069464829,-0.0022344223313913725,-0.004807619124471918,0.01405196937944142,2,6081720.0,0.008816736053143037,-0.11229948105839693
2015-12-23,0.03461644915180817,-0.00192033679455339,0.001017899799425459,-0.0028986169603645306,0.007364653719097669,3,2789429.0,0.01241806830075265,-0.062048232709396745
